Protein.IDs	experiment	percentage.significant
P43243;P43243-2	Rockefeller_NCBP1_10	100
P49790;P49790-3;P49790-2	Rockefeller_NCBP1_10	100
P52292	Rockefeller_NCBP1_10	100
P52298;P52298-3	Rockefeller_NCBP1_10	100
P52597	Rockefeller_NCBP1_10	100
P53999	Rockefeller_NCBP1_10	96
P57678	Rockefeller_NCBP1_10	99
P61326;P61326-2	Rockefeller_NCBP1_10	98
P62263	Rockefeller_NCBP1_10	95
P62316;P62316-2	Rockefeller_NCBP1_10	96
P67809;Q9Y2T7	Rockefeller_NCBP1_10	99
P68363;P68363-2;Q9H853	Rockefeller_NCBP1_10	99
P84090	Rockefeller_NCBP1_10	95
Q00839;Q00839-2	Rockefeller_NCBP1_10	100
Q06830	Rockefeller_NCBP1_10	89
Q07955;Q07955-3;Q07955-2	Rockefeller_NCBP1_10	98
Q08211;Q08211-2	Rockefeller_NCBP1_10	91
Q09161	Rockefeller_NCBP1_10	100
Q12906-7;Q12906;Q12906-4;Q12906-6;Q12906-5;Q12906-2;Q12906-3	Rockefeller_NCBP1_10	97
Q13247;Q13247-3;Q13247-2	Rockefeller_NCBP1_10	97
Q13310-3;Q13310-2;Q13310;P0CB38	Rockefeller_NCBP1_10	100
Q13435	Rockefeller_NCBP1_10	100
Q13838;Q13838-2	Rockefeller_NCBP1_10	96
Q14103-4;Q14103-3;Q14103-2;Q14103	Rockefeller_NCBP1_10	92
Q14974;Q14974-2	Rockefeller_NCBP1_10	100
Q15029-2;Q15029;Q15029-3	Rockefeller_NCBP1_10	100
Q15149;Q15149-7;Q15149-9;Q15149-5;Q15149-6	Rockefeller_NCBP1_10	100
Q15393;Q15393-3;Q15393-2	Rockefeller_NCBP1_10	99
Q15717;Q15717-2;P26378-4;P26378-2;P26378-5;P26378;P26378-3	Rockefeller_NCBP1_10	99
Q16629-3;Q16629-2;Q16629-4;Q16629	Rockefeller_NCBP1_10	99
Q16637-4;Q16637-2;Q16637-3;Q16637	Rockefeller_NCBP1_10	96
Q1KMD3	Rockefeller_NCBP1_10	99
Q53F19;Q53F19-2	Rockefeller_NCBP1_10	95
Q5BKZ1;Q5BKZ1-2;Q5BKZ1-3	Rockefeller_NCBP1_10	99
Q5VTE0;P68104;P68104-2;Q05639	Rockefeller_NCBP1_10	100
Q6P2Q9	Rockefeller_NCBP1_10	100
Q6PJT7-5;Q6PJT7;Q6PJT7-10;Q6PJT7-4;Q6PJT7-8	Rockefeller_NCBP1_10	94
Q6PKG0;Q6PKG0-3;Q659C4-7;Q659C4-6;Q659C4-5;Q659C4-2;Q659C4;Q659C4-9	Rockefeller_NCBP1_10	99
Q71DI3;Q16695;P84243;P68431;Q6NXT2	Rockefeller_NCBP1_10	99
Q86U42-2;Q86U42;Q92843-2;A6NDY0-2;A6NDY0;A6NDY0-4	Rockefeller_NCBP1_10	99
Q8IWZ3;Q8IWZ3-4;Q8IWZ3-6;Q8IWZ3-5	Rockefeller_NCBP1_10	94
Q8TEQ6	Rockefeller_NCBP1_10	96
Q92900-2;Q92900	Rockefeller_NCBP1_10	96
Q92945	Rockefeller_NCBP1_10	98
Q99459	Rockefeller_NCBP1_10	96
Q99567	Rockefeller_NCBP1_10	88
Q9BWF3;Q9BWF3-4;Q9BWF3-3;Q9BWF3-2;Q9BQ04	Rockefeller_NCBP1_10	96
Q9BXP5-4;Q9BXP5-2;Q9BXP5-3;Q9BXP5;Q9BXP5-5	Rockefeller_NCBP1_10	100
Q9BZJ0-2;Q9BZJ0-3;Q9BZJ0	Rockefeller_NCBP1_10	93
Q9H814	Rockefeller_NCBP1_10	100
Q9NYF8-2;Q9NYF8;Q9NYF8-3;Q9NYF8-4	Rockefeller_NCBP1_10	100
Q9NZB2;Q9NZB2-6;Q9NZB2-4;Q9NZB2-5;Q9NZB2-2;Q5T035	Rockefeller_NCBP1_10	88
Q9UHI6;Q9UHI6-2	Rockefeller_NCBP1_10	99
Q9UKM9-2;Q9UKM9	Rockefeller_NCBP1_10	98
Q9UKV3-5;Q9UKV3;Q9UKV3-3;Q9UKV3-2	Rockefeller_NCBP1_10	93
Q9UMS4	Rockefeller_NCBP1_10	97
Q9Y2W1	Rockefeller_NCBP1_10	100
Q9Y383;Q96HJ9-2;Q9Y383-3;Q9Y383-2	Rockefeller_NCBP1_10	98
O00159-3;O00159	Rockefeller_NCBP1_12	99
O00505	Rockefeller_NCBP1_12	100
O00571-2;O00571;O15523-2;O15523;O15523-3;Q9NQI0-3;Q9NQI0-2;Q9NQI0-4;Q9NQI0	Rockefeller_NCBP1_12	99
O14979-3;O14979-2;O14979	Rockefeller_NCBP1_12	94
O43143	Rockefeller_NCBP1_12	99
O43290	Rockefeller_NCBP1_12	95
O43390;O43390-2;O43390-3;O43390-4	Rockefeller_NCBP1_12	98
O60506-2;O60506	Rockefeller_NCBP1_12	85
O60841	Rockefeller_NCBP1_12	88
O75152	Rockefeller_NCBP1_12	98
O75400;O75400-2;O75400-3	Rockefeller_NCBP1_12	99
O75643;O75643-2	Rockefeller_NCBP1_12	100
O94906;O94906-2	Rockefeller_NCBP1_12	99
P05388-2;P05388;Q8NHW5	Rockefeller_NCBP1_12	98
P07437;A6NNZ2	Rockefeller_NCBP1_12	92
P07910-2;P07910;P07910-4;P07910-3;P0DMR1;O60812;B7ZW38;B2RXH8;Q86SE5;Q86SE5-3	Rockefeller_NCBP1_12	98
P08579	Rockefeller_NCBP1_12	96
P08621-2;P08621;P08621-3;P08621-4	Rockefeller_NCBP1_12	94
P08865	Rockefeller_NCBP1_12	96
P09874	Rockefeller_NCBP1_12	100
P11021	Rockefeller_NCBP1_12	90
P11388;P11388-2;P11388-3;P11388-4	Rockefeller_NCBP1_12	99
P11940;P11940-2;Q9H361;Q4VXU2;Q4VXU2-2;Q96DU9-2;Q96DU9	Rockefeller_NCBP1_12	100
P14678-2;P63162;P14678;P63162-2;P14678-3	Rockefeller_NCBP1_12	91
P14866;P14866-2	Rockefeller_NCBP1_12	98
P16989;P16989-2;P16989-3	Rockefeller_NCBP1_12	96
P17844;P17844-2	Rockefeller_NCBP1_12	100
P18124	Rockefeller_NCBP1_12	94
P18615-3;P18615;P18615-4	Rockefeller_NCBP1_12	99
P23396;P23396-2	Rockefeller_NCBP1_12	95
P26368-2;P26368	Rockefeller_NCBP1_12	98
P26599;P26599-2;P26599-3	Rockefeller_NCBP1_12	90
P30050;P30050-2	Rockefeller_NCBP1_12	94
P31943	Rockefeller_NCBP1_12	100
P35268	Rockefeller_NCBP1_12	93
P38159;P38159-2;Q96E39;P38159-3;O75526;Q8N7X1	Rockefeller_NCBP1_12	100
P38919	Rockefeller_NCBP1_12	99
P39019	Rockefeller_NCBP1_12	97
P42285	Rockefeller_NCBP1_12	99
P43243;P43243-2	Rockefeller_NCBP1_12	100
P46013;P46013-2	Rockefeller_NCBP1_12	96
P46087-2;P46087;P46087-4;P46087-3	Rockefeller_NCBP1_12	90
P46782	Rockefeller_NCBP1_12	92
P49756;P49756-2;P49756-3;P49756-4	Rockefeller_NCBP1_12	98
P49790;P49790-3;P49790-2	Rockefeller_NCBP1_12	100
P51991;P51991-2	Rockefeller_NCBP1_12	100
P52272-2;P52272	Rockefeller_NCBP1_12	99
P52292	Rockefeller_NCBP1_12	100
P52298;P52298-3	Rockefeller_NCBP1_12	100
P52597	Rockefeller_NCBP1_12	97
P55265;P55265-4;P55265-5;P55265-3;P55265-2	Rockefeller_NCBP1_12	88
P57678	Rockefeller_NCBP1_12	97
P61247	Rockefeller_NCBP1_12	97
P61326;P61326-2	Rockefeller_NCBP1_12	96
P61978-3;P61978;P61978-2	Rockefeller_NCBP1_12	99
P62081	Rockefeller_NCBP1_12	92
P62269	Rockefeller_NCBP1_12	98
P62316;P62316-2	Rockefeller_NCBP1_12	94
P62913;P62913-2	Rockefeller_NCBP1_12	94
P62979;P62987;P0CG47;P0CG48	Rockefeller_NCBP1_12	100
P63244	Rockefeller_NCBP1_12	85
P67809;Q9Y2T7	Rockefeller_NCBP1_12	100
P68363;P68363-2;Q9H853	Rockefeller_NCBP1_12	95
P78527;P78527-2	Rockefeller_NCBP1_12	88
P84090	Rockefeller_NCBP1_12	93
Q00610-2;Q00610;P53675-2;P53675	Rockefeller_NCBP1_12	97
Q00839;Q00839-2	Rockefeller_NCBP1_12	100
Q01130;Q01130-2;Q9BRL6-2;Q9BRL6	Rockefeller_NCBP1_12	99
Q07955;Q07955-3;Q07955-2	Rockefeller_NCBP1_12	100
Q09161	Rockefeller_NCBP1_12	100
Q12906-7;Q12906;Q12906-4;Q12906-6;Q12906-5;Q12906-2;Q12906-3	Rockefeller_NCBP1_12	100
Q13151	Rockefeller_NCBP1_12	98
Q13242	Rockefeller_NCBP1_12	94
Q13243;Q13243-3;Q13243-2	Rockefeller_NCBP1_12	93
Q13247;Q13247-3;Q13247-2	Rockefeller_NCBP1_12	98
Q13283;Q13283-2	Rockefeller_NCBP1_12	94
Q13310-3;Q13310-2;Q13310;P0CB38	Rockefeller_NCBP1_12	100
Q13435	Rockefeller_NCBP1_12	98
Q13838;Q13838-2	Rockefeller_NCBP1_12	100
Q14103-4;Q14103-3;Q14103-2;Q14103	Rockefeller_NCBP1_12	100
Q14151;Q14151-2	Rockefeller_NCBP1_12	96
Q14444-2;Q14444	Rockefeller_NCBP1_12	100
Q14974;Q14974-2	Rockefeller_NCBP1_12	99
Q15029-2;Q15029;Q15029-3	Rockefeller_NCBP1_12	100
Q15459;Q15459-2	Rockefeller_NCBP1_12	98
Q15717;Q15717-2;P26378-4;P26378-2;P26378-5;P26378;P26378-3	Rockefeller_NCBP1_12	98
Q16629-3;Q16629-2;Q16629-4;Q16629	Rockefeller_NCBP1_12	100
Q16630-3;Q16630;Q16630-2	Rockefeller_NCBP1_12	92
Q1KMD3	Rockefeller_NCBP1_12	98
Q53F19;Q53F19-2	Rockefeller_NCBP1_12	99
Q5BKZ1;Q5BKZ1-2;Q5BKZ1-3	Rockefeller_NCBP1_12	97
Q6NZY4;Q6NZY4-2	Rockefeller_NCBP1_12	99
Q6P2Q9	Rockefeller_NCBP1_12	98
Q6PKG0;Q6PKG0-3;Q659C4-7;Q659C4-6;Q659C4-5;Q659C4-2;Q659C4;Q659C4-9	Rockefeller_NCBP1_12	96
Q71RC2-3;Q71RC2;Q71RC2-4;Q71RC2-5;Q71RC2-2;Q71RC2-6;Q71RC2-7	Rockefeller_NCBP1_12	95
Q7Z478	Rockefeller_NCBP1_12	97
Q86U42-2;Q86U42;Q92843-2;A6NDY0-2;A6NDY0;A6NDY0-4	Rockefeller_NCBP1_12	97
Q86VM9;Q86VM9-2	Rockefeller_NCBP1_12	100
Q8NC51-4;Q8NC51-3;Q8NC51-2;Q8NC51	Rockefeller_NCBP1_12	87
Q8NI27;Q8NI27-2	Rockefeller_NCBP1_12	97
Q8TEQ6	Rockefeller_NCBP1_12	97
Q8WWM7;Q8WWM7-6;Q8WWM7-8;Q8WWM7-5;Q8WWM7-4;Q8WWM7-9;Q8WWM7-2;Q8WWM7-3;Q8WWM7-7	Rockefeller_NCBP1_12	93
Q8WX92	Rockefeller_NCBP1_12	98
Q92615	Rockefeller_NCBP1_12	96
Q92804-2;Q92804	Rockefeller_NCBP1_12	96
Q92841;Q92841-1;Q92841-3;Q92841-2	Rockefeller_NCBP1_12	98
Q92900-2;Q92900	Rockefeller_NCBP1_12	98
Q96DI7;Q96DI7-2	Rockefeller_NCBP1_12	86
Q96HS1;Q96HS1-2	Rockefeller_NCBP1_12	96
Q96KR1	Rockefeller_NCBP1_12	90
Q96PK6;Q96PK6-2;Q96PK6-3;Q96PK6-4	Rockefeller_NCBP1_12	95
Q99459	Rockefeller_NCBP1_12	85
Q99729-3;Q99729-2;Q99729-4;Q99729	Rockefeller_NCBP1_12	99
Q9BUJ2-2;Q9BUJ2;Q9BUJ2-4;Q9BUJ2-3;Q9BUJ2-5	Rockefeller_NCBP1_12	99
Q9BUQ8	Rockefeller_NCBP1_12	96
Q9BXP5-4;Q9BXP5-2;Q9BXP5-3;Q9BXP5;Q9BXP5-5	Rockefeller_NCBP1_12	100
Q9H307	Rockefeller_NCBP1_12	98
Q9H814	Rockefeller_NCBP1_12	100
Q9HCE1;Q9HCE1-2	Rockefeller_NCBP1_12	94
Q9NR30;Q9NR30-2	Rockefeller_NCBP1_12	99
Q9NYF8-2;Q9NYF8;Q9NYF8-3;Q9NYF8-4	Rockefeller_NCBP1_12	98
Q9NZB2;Q9NZB2-6;Q9NZB2-4;Q9NZB2-5;Q9NZB2-2;Q5T035	Rockefeller_NCBP1_12	97
Q9UHI6;Q9UHI6-2	Rockefeller_NCBP1_12	96
Q9UKV3-5;Q9UKV3;Q9UKV3-3;Q9UKV3-2	Rockefeller_NCBP1_12	100
Q9UKX7-2;Q9UKX7	Rockefeller_NCBP1_12	96
Q9Y2W1	Rockefeller_NCBP1_12	98
Q9Y383;Q96HJ9-2;Q9Y383-3;Q9Y383-2	Rockefeller_NCBP1_12	100
Q9Y5B9	Rockefeller_NCBP1_12	98
Q9Y5S9;Q9Y5S9-2	Rockefeller_NCBP1_12	92
O00505	Rockefeller_NCBP1_14	100
P31944	Rockefeller_NCBP1_14	99
P52292	Rockefeller_NCBP1_14	100
P52298;P52298-3	Rockefeller_NCBP1_14	100
P57678	Rockefeller_NCBP1_14	100
P62826	Rockefeller_NCBP1_14	97
Q02809;Q02809-2	Rockefeller_NCBP1_14	98
Q09161	Rockefeller_NCBP1_14	98
Q09666;Q09666-2;P48552	Rockefeller_NCBP1_14	100
Q8TEQ6	Rockefeller_NCBP1_14	100
Q9BXP5-4;Q9BXP5-2;Q9BXP5-3;Q9BXP5;Q9BXP5-5	Rockefeller_NCBP1_14	100
Q9H814	Rockefeller_NCBP1_14	100
Q9UHI6;Q9UHI6-2	Rockefeller_NCBP1_14	100
O00425;O00425-2;Q9Y6M1-5;Q9Y6M1-6;Q9Y6M1-3;Q9Y6M1-4;Q9Y6M1-1;Q9Y6M1	Rockefeller_NCBP1_18	100
O00505	Rockefeller_NCBP1_18	100
O14979-3;O14979-2;O14979	Rockefeller_NCBP1_18	100
O43290	Rockefeller_NCBP1_18	100
O43390;O43390-2;O43390-3;O43390-4	Rockefeller_NCBP1_18	100
O43684-2;O43684	Rockefeller_NCBP1_18	100
O60506-2;O60506	Rockefeller_NCBP1_18	100
O60684;O15131	Rockefeller_NCBP1_18	100
O75152	Rockefeller_NCBP1_18	100
O75400;O75400-2;O75400-3	Rockefeller_NCBP1_18	100
P04406;P04406-2;O14556	Rockefeller_NCBP1_18	100
P08579	Rockefeller_NCBP1_18	100
P08621-2;P08621;P08621-3;P08621-4	Rockefeller_NCBP1_18	100
P09012	Rockefeller_NCBP1_18	100
P09234	Rockefeller_NCBP1_18	100
P09661	Rockefeller_NCBP1_18	100
P09874	Rockefeller_NCBP1_18	100
P10809;P10809-2	Rockefeller_NCBP1_18	100
P11940;P11940-2;Q9H361;Q4VXU2;Q4VXU2-2;Q96DU9-2;Q96DU9	Rockefeller_NCBP1_18	100
P14678-2;P63162;P14678;P63162-2;P14678-3	Rockefeller_NCBP1_18	100
P14866;P14866-2	Rockefeller_NCBP1_18	100
P18583-7;P18583;P18583-5;P18583-9;P18583-2;P18583-10;P18583-3;P18583-4;P18583-6;P18583-8	Rockefeller_NCBP1_18	100
P18615-3;P18615;P18615-4	Rockefeller_NCBP1_18	100
P18621-3;P18621;P18621-2	Rockefeller_NCBP1_18	100
P25705;P25705-2;P25705-3	Rockefeller_NCBP1_18	100
P26373;P26373-2	Rockefeller_NCBP1_18	100
P26599;P26599-2;P26599-3	Rockefeller_NCBP1_18	100
P31942-3;P31942-2;P31942;P31942-4;P31942-6;P31942-5	Rockefeller_NCBP1_18	100
P35268	Rockefeller_NCBP1_18	100
P38919	Rockefeller_NCBP1_18	100
P39019	Rockefeller_NCBP1_18	100
P42285	Rockefeller_NCBP1_18	100
P46782	Rockefeller_NCBP1_18	100
P47756-2;P47756	Rockefeller_NCBP1_18	100
P49756;P49756-2;P49756-3;P49756-4	Rockefeller_NCBP1_18	100
P49790;P49790-3;P49790-2	Rockefeller_NCBP1_18	100
P51991;P51991-2	Rockefeller_NCBP1_18	100
P52292	Rockefeller_NCBP1_18	100
P52294	Rockefeller_NCBP1_18	100
P52298;P52298-3	Rockefeller_NCBP1_18	100
P55265;P55265-4;P55265-5;P55265-3;P55265-2	Rockefeller_NCBP1_18	100
P57678	Rockefeller_NCBP1_18	100
P61326;P61326-2	Rockefeller_NCBP1_18	100
P62081	Rockefeller_NCBP1_18	100
P62244	Rockefeller_NCBP1_18	100
P62249	Rockefeller_NCBP1_18	100
P62269	Rockefeller_NCBP1_18	100
P62277	Rockefeller_NCBP1_18	100
P62316;P62316-2	Rockefeller_NCBP1_18	100
P62701;Q8TD47;P22090	Rockefeller_NCBP1_18	100
P62750	Rockefeller_NCBP1_18	100
P67809;Q9Y2T7	Rockefeller_NCBP1_18	100
P84090	Rockefeller_NCBP1_18	100
Q02809;Q02809-2	Rockefeller_NCBP1_18	100
Q08554-2;Q08554	Rockefeller_NCBP1_18	100
Q09161	Rockefeller_NCBP1_18	100
Q09666;Q09666-2;P48552	Rockefeller_NCBP1_18	100
Q12905	Rockefeller_NCBP1_18	100
Q13242	Rockefeller_NCBP1_18	100
Q13310-3;Q13310-2;Q13310;P0CB38	Rockefeller_NCBP1_18	100
Q13838;Q13838-2	Rockefeller_NCBP1_18	100
Q14103-4;Q14103-3;Q14103-2;Q14103	Rockefeller_NCBP1_18	100
Q14152;Q14152-2	Rockefeller_NCBP1_18	100
Q14444-2;Q14444	Rockefeller_NCBP1_18	100
Q14498-3;Q14498-2;Q14498;Q86U06-4;Q86U06-5;Q86U06-2;Q86U06;Q86U06-3	Rockefeller_NCBP1_18	100
Q14974;Q14974-2	Rockefeller_NCBP1_18	100
Q15424;Q15424-4;Q15424-3;Q15424-2	Rockefeller_NCBP1_18	100
Q15717;Q15717-2;P26378-4;P26378-2;P26378-5;P26378;P26378-3	Rockefeller_NCBP1_18	100
Q16630-3;Q16630;Q16630-2	Rockefeller_NCBP1_18	100
Q1KMD3	Rockefeller_NCBP1_18	100
Q53F19;Q53F19-2	Rockefeller_NCBP1_18	100
Q5BKZ1;Q5BKZ1-2;Q5BKZ1-3	Rockefeller_NCBP1_18	100
Q6NZY4;Q6NZY4-2	Rockefeller_NCBP1_18	100
Q6PKG0;Q6PKG0-3;Q659C4-7;Q659C4-6;Q659C4-5;Q659C4-2;Q659C4;Q659C4-9	Rockefeller_NCBP1_18	100
Q7Z478	Rockefeller_NCBP1_18	100
Q86U42-2;Q86U42;Q92843-2;A6NDY0-2;A6NDY0;A6NDY0-4	Rockefeller_NCBP1_18	100
Q86V81	Rockefeller_NCBP1_18	100
Q86VM9;Q86VM9-2	Rockefeller_NCBP1_18	100
Q8NI27;Q8NI27-2	Rockefeller_NCBP1_18	100
Q92804-2;Q92804	Rockefeller_NCBP1_18	100
Q92900-2;Q92900	Rockefeller_NCBP1_18	100
Q96KR1	Rockefeller_NCBP1_18	100
Q96P63;Q96P63-2	Rockefeller_NCBP1_18	100
Q99459	Rockefeller_NCBP1_18	100
Q99729-3;Q99729-2;Q99729-4;Q99729	Rockefeller_NCBP1_18	100
Q9BUJ2-2;Q9BUJ2;Q9BUJ2-4;Q9BUJ2-3;Q9BUJ2-5	Rockefeller_NCBP1_18	100
Q9BUQ8	Rockefeller_NCBP1_18	100
Q9BXP5-4;Q9BXP5-2;Q9BXP5-3;Q9BXP5;Q9BXP5-5	Rockefeller_NCBP1_18	100
Q9H307	Rockefeller_NCBP1_18	100
Q9H814	Rockefeller_NCBP1_18	100
Q9NYF8-2;Q9NYF8;Q9NYF8-3;Q9NYF8-4	Rockefeller_NCBP1_18	100
Q9NZB2;Q9NZB2-6;Q9NZB2-4;Q9NZB2-5;Q9NZB2-2;Q5T035	Rockefeller_NCBP1_18	100
Q9UHI6;Q9UHI6-2	Rockefeller_NCBP1_18	100
Q9UKM9-2;Q9UKM9	Rockefeller_NCBP1_18	100
Q9UKV3-5;Q9UKV3;Q9UKV3-3;Q9UKV3-2	Rockefeller_NCBP1_18	100
Q9UMS4	Rockefeller_NCBP1_18	100
Q9Y5S9;Q9Y5S9-2	Rockefeller_NCBP1_18	100
O00505	Rockefeller_NCBP1_20	100
O14979-3;O14979-2;O14979	Rockefeller_NCBP1_20	100
O43143	Rockefeller_NCBP1_20	100
O43390;O43390-2;O43390-3;O43390-4	Rockefeller_NCBP1_20	100
O75152	Rockefeller_NCBP1_20	100
O75533;O75533-2	Rockefeller_NCBP1_20	100
O75643;O75643-2	Rockefeller_NCBP1_20	100
P04259	Rockefeller_NCBP1_20	100
P11940;P11940-2;Q9H361;Q4VXU2;Q4VXU2-2;Q96DU9-2;Q96DU9	Rockefeller_NCBP1_20	100
P14866;P14866-2	Rockefeller_NCBP1_20	100
P31942-3;P31942-2;P31942;P31942-4;P31942-6;P31942-5	Rockefeller_NCBP1_20	100
P38159;P38159-2;Q96E39;P38159-3;O75526;Q8N7X1	Rockefeller_NCBP1_20	100
P38919	Rockefeller_NCBP1_20	100
P42285	Rockefeller_NCBP1_20	100
P46087-2;P46087;P46087-4;P46087-3	Rockefeller_NCBP1_20	100
P49790;P49790-3;P49790-2	Rockefeller_NCBP1_20	100
P51991;P51991-2	Rockefeller_NCBP1_20	100
P52292	Rockefeller_NCBP1_20	100
P52298;P52298-3	Rockefeller_NCBP1_20	100
P57678	Rockefeller_NCBP1_20	100
P61326;P61326-2	Rockefeller_NCBP1_20	100
P61978-3;P61978;P61978-2	Rockefeller_NCBP1_20	100
P62701;Q8TD47;P22090	Rockefeller_NCBP1_20	100
P63244	Rockefeller_NCBP1_20	100
Q09161	Rockefeller_NCBP1_20	100
Q12906-7;Q12906;Q12906-4;Q12906-6;Q12906-5;Q12906-2;Q12906-3	Rockefeller_NCBP1_20	100
Q13310-3;Q13310-2;Q13310;P0CB38	Rockefeller_NCBP1_20	100
Q13838;Q13838-2	Rockefeller_NCBP1_20	100
Q14974;Q14974-2	Rockefeller_NCBP1_20	100
Q15029-2;Q15029;Q15029-3	Rockefeller_NCBP1_20	100
Q15393;Q15393-3;Q15393-2	Rockefeller_NCBP1_20	100
Q15459;Q15459-2	Rockefeller_NCBP1_20	100
Q15717;Q15717-2;P26378-4;P26378-2;P26378-5;P26378;P26378-3	Rockefeller_NCBP1_20	100
Q16629-3;Q16629-2;Q16629-4;Q16629	Rockefeller_NCBP1_20	100
Q1KMD3	Rockefeller_NCBP1_20	100
Q5BKZ1;Q5BKZ1-2;Q5BKZ1-3	Rockefeller_NCBP1_20	100
Q6P2Q9	Rockefeller_NCBP1_20	100
Q6PJT7-5;Q6PJT7;Q6PJT7-10;Q6PJT7-4;Q6PJT7-8	Rockefeller_NCBP1_20	100
Q6PKG0;Q6PKG0-3;Q659C4-7;Q659C4-6;Q659C4-5;Q659C4-2;Q659C4;Q659C4-9	Rockefeller_NCBP1_20	100
Q86U42-2;Q86U42;Q92843-2;A6NDY0-2;A6NDY0;A6NDY0-4	Rockefeller_NCBP1_20	100
Q8TEQ6	Rockefeller_NCBP1_20	100
Q92804-2;Q92804	Rockefeller_NCBP1_20	100
Q92900-2;Q92900	Rockefeller_NCBP1_20	100
Q99729-3;Q99729-2;Q99729-4;Q99729	Rockefeller_NCBP1_20	100
Q9BXP5-4;Q9BXP5-2;Q9BXP5-3;Q9BXP5;Q9BXP5-5	Rockefeller_NCBP1_20	100
Q9H814	Rockefeller_NCBP1_20	100
Q9NZB2;Q9NZB2-6;Q9NZB2-4;Q9NZB2-5;Q9NZB2-2;Q5T035	Rockefeller_NCBP1_20	100
Q9UHI6;Q9UHI6-2	Rockefeller_NCBP1_20	100
Q9Y2W1	Rockefeller_NCBP1_20	100
O00425;O00425-2;Q9Y6M1-5;Q9Y6M1-6;Q9Y6M1-3;Q9Y6M1-4;Q9Y6M1-1;Q9Y6M1	Rockefeller_NCBP1_7	100
O00505	Rockefeller_NCBP1_7	100
O00629	Rockefeller_NCBP1_7	100
O43290	Rockefeller_NCBP1_7	100
O43390;O43390-2;O43390-3;O43390-4	Rockefeller_NCBP1_7	100
O60506-2;O60506	Rockefeller_NCBP1_7	100
O75152	Rockefeller_NCBP1_7	100
O75400;O75400-2;O75400-3	Rockefeller_NCBP1_7	100
O94906;O94906-2	Rockefeller_NCBP1_7	100
P07910-2;P07910;P07910-4;P07910-3;P0DMR1;O60812;B7ZW38;B2RXH8;Q86SE5;Q86SE5-3	Rockefeller_NCBP1_7	100
P08579	Rockefeller_NCBP1_7	100
P11940;P11940-2;Q9H361;Q4VXU2;Q4VXU2-2;Q96DU9-2;Q96DU9	Rockefeller_NCBP1_7	100
P13073	Rockefeller_NCBP1_7	100
P14678-2;P63162;P14678;P63162-2;P14678-3	Rockefeller_NCBP1_7	100
P14866;P14866-2	Rockefeller_NCBP1_7	100
P16989;P16989-2;P16989-3	Rockefeller_NCBP1_7	100
P18615-3;P18615;P18615-4	Rockefeller_NCBP1_7	100
P26368-2;P26368	Rockefeller_NCBP1_7	100
P31930	Rockefeller_NCBP1_7	100
P31942-3;P31942-2;P31942;P31942-4;P31942-6;P31942-5	Rockefeller_NCBP1_7	100
